Date,Open,High,Low,Close,Adj Close,Volume
2021-05-10,15.634300231933594,15.686161994934082,15.429430961608887,15.630999565124512,15.630999565124512,0
2021-05-11,15.648049354553223,15.699151039123535,15.565138816833496,15.649337768554688,15.649337768554688,0
2021-05-12,15.656000137329102,15.708800315856934,15.5576171875,15.656299591064453,15.656299591064453,0
2021-05-13,15.6496000289917,15.664801597595215,15.623100280761719,15.64739990234375,15.64739990234375,0
2021-05-14,15.630200386047363,15.644572257995605,15.533151626586914,15.627599716186523,15.627599716186523,0
2021-05-17,15.619400024414062,15.700518608093262,15.609999656677246,15.628934860229492,15.628934860229492,0
2021-05-18,15.66189956665039,15.700043678283691,15.619999885559082,15.659799575805664,15.659799575805664,0
2021-05-19,15.64900016784668,15.698817253112793,15.59891128540039,15.65060043334961,15.65060043334961,0
2021-05-20,15.656299591064453,15.70111083984375,15.619999885559082,15.657500267028809,15.657500267028809,0
2021-05-21,15.652700424194336,15.665684700012207,15.556838035583496,15.659427642822266,15.659427642822266,0
2021-05-24,15.625,15.685969352722168,15.583420753479004,15.624799728393555,15.624799728393555,0
2021-05-25,15.641500473022461,15.684883117675781,15.604999542236328,15.63949966430664,15.63949966430664,0
2021-05-26,15.642200469970703,15.6932373046875,15.604999542236328,15.640299797058105,15.640299797058105,0
2021-05-27,15.65060043334961,15.694452285766602,15.59097957611084,15.649299621582031,15.649299621582031,0
2021-05-28,15.648900032043457,15.666217803955078,15.621899604797363,15.649200439453125,15.649200439453125,0
2021-05-31,15.64133071899414,15.698129653930664,15.55297565460205,15.627900123596191,15.627900123596191,0
2021-06-01,15.663700103759766,15.69798755645752,15.559782981872559,15.664999961853027,15.664999961853027,0
2021-06-02,15.64840030670166,15.702261924743652,15.629400253295898,15.648500442504883,15.648500442504883,0
2021-06-03,15.661999702453613,15.703451156616211,15.619799613952637,15.661299705505371,15.661299705505371,0
2021-06-04,15.659799575805664,15.676884651184082,15.564087867736816,15.660799980163574,15.660799980163574,0
2021-06-07,15.660400390625,15.710456848144531,15.635000228881836,15.659600257873535,15.659600257873535,0
2021-06-08,15.660400390625,15.70456600189209,15.613300323486328,15.659199714660645,15.659199714660645,0
2021-06-09,15.618300437927246,15.680390357971191,15.611900329589844,15.621100425720215,15.621100425720215,0
2021-06-10,15.651300430297852,15.69027328491211,15.534065246582031,15.647500038146973,15.647500038146973,0
2021-06-11,15.639699935913086,15.656728744506836,15.60219955444336,15.642399787902832,15.642399787902832,0
2021-06-14,15.60789966583252,15.665592193603516,15.588800430297852,15.606900215148926,15.606900215148926,0
2021-06-15,15.641629219055176,15.671195030212402,15.525162696838379,15.62969970703125,15.62969970703125,0
2021-06-16,15.640800476074219,15.671425819396973,15.53726863861084,15.641300201416016,15.641300201416016,0
2021-06-17,15.629534721374512,15.672316551208496,15.520111083984375,15.618399620056152,15.618399620056152,0
2021-06-18,15.633299827575684,15.6512451171875,15.609999656677246,15.633399963378906,15.633399963378906,0
2021-06-21,15.620800018310547,15.676130294799805,15.59000015258789,15.606200218200684,15.606200218200684,0
2021-06-22,15.633500099182129,15.675844192504883,15.600000381469727,15.632599830627441,15.632599830627441,0
2021-06-23,15.655099868774414,15.67618179321289,15.59000015258789,15.65530014038086,15.65530014038086,0
2021-06-24,15.625399589538574,15.686915397644043,15.609999656677246,15.626999855041504,15.626999855041504,0
2021-06-25,15.652786254882812,15.656413078308105,15.546151161193848,15.64169979095459,15.64169979095459,0
2021-06-28,15.640000343322754,15.68589973449707,15.559596061706543,15.631400108337402,15.631400108337402,0
2021-06-29,15.648813247680664,15.685531616210938,15.611300468444824,15.640700340270996,15.640700340270996,0
2021-06-30,15.628899574279785,15.696480751037598,15.54924488067627,15.628100395202637,15.628100395202637,0
2021-07-01,15.664799690246582,15.681848526000977,15.655500411987305,15.661700248718262,15.661700248718262,0
2021-07-02,15.673910140991211,15.67928695678711,15.549009323120117,15.673844337463379,15.673844337463379,0
2021-07-05,15.659765243530273,15.696027755737305,15.508240699768066,15.650899887084961,15.650899887084961,0
2021-07-06,15.654500007629395,15.705759048461914,15.559992790222168,15.657999992370605,15.657999992370605,0
2021-07-07,15.662500381469727,15.707058906555176,15.597625732421875,15.660499572753906,15.660499572753906,0
2021-07-08,15.642999649047852,15.708381652832031,15.57302474975586,15.643600463867188,15.643600463867188,0
2021-07-09,15.661700248718262,15.676519393920898,15.556380271911621,15.6628999710083,15.6628999710083,0
2021-07-12,15.636899948120117,15.708436965942383,15.5386962890625,15.640000343322754,15.640000343322754,0
2021-07-13,15.647100448608398,15.709157943725586,15.57007122039795,15.648200035095215,15.648200035095215,0
2021-07-14,15.662199974060059,15.707764625549316,15.609999656677246,15.662500381469727,15.662500381469727,0
2021-07-15,15.670599937438965,15.71197509765625,15.561741828918457,15.670900344848633,15.670900344848633,0
2021-07-16,15.673299789428711,15.69112777709961,15.666999816894531,15.674699783325195,15.674699783325195,0
