Date,Open,High,Low,Close,Adj Close,Volume
2021-05-10,133.01539611816406,133.60000610351562,131.90084838867188,132.99734497070312,132.99734497070312,0
2021-05-11,132.9600067138672,133.35000610351562,131.6369171142578,133.0540771484375,133.0540771484375,0
2021-05-12,131.8358154296875,133.39999389648438,131.69654846191406,132.6699981689453,132.6699981689453,0
2021-05-13,132.9149932861328,133.39999389648438,131.9341583251953,132.9929962158203,132.9929962158203,0
2021-05-14,133.02223205566406,133.39999389648438,131.7646942138672,133.02720642089844,133.02720642089844,0
2021-05-17,132.82864379882812,133.3800048828125,131.6033172607422,132.63999938964844,132.63999938964844,0
2021-05-18,132.68914794921875,133.3000030517578,131.78460693359375,132.68377685546875,132.68377685546875,0
2021-05-19,132.81057739257812,133.3000030517578,131.812744140625,132.8075408935547,132.8075408935547,0
2021-05-20,132.88999938964844,133.3300018310547,131.7344512939453,132.8699951171875,132.8699951171875,0
2021-05-21,132.71400451660156,133.35000610351562,131.67221069335938,132.689208984375,132.689208984375,0
2021-05-24,132.7072296142578,133.39999389648438,131.79412841796875,132.7072296142578,132.7072296142578,0
2021-05-25,133.0640411376953,133.3300018310547,131.65858459472656,133.05987548828125,133.05987548828125,0
2021-05-26,132.76577758789062,133.1999969482422,131.8458251953125,132.78115844726562,132.78115844726562,0
2021-05-27,133.04104614257812,133.25,131.83224487304688,133.01292419433594,133.01292419433594,0
2021-05-28,132.9523468017578,133.1414031982422,131.89602661132812,132.94508361816406,132.94508361816406,0
2021-05-31,132.93060302734375,132.95590209960938,131.87588500976562,132.9229736328125,132.9229736328125,0
2021-06-01,132.78045654296875,133.3000030517578,131.8035888671875,132.77391052246094,132.77391052246094,0
2021-06-02,132.84671020507812,133.3000030517578,131.99734497070312,132.8604736328125,132.8604736328125,0
2021-06-03,132.92108154296875,133.45089721679688,132.108642578125,132.91049194335938,132.91049194335938,0
2021-06-04,133.1801300048828,133.56039428710938,132.14234924316406,133.1415252685547,133.1415252685547,0
2021-06-07,133.01170349121094,133.51254272460938,131.94891357421875,133.01881408691406,133.01881408691406,0
2021-06-08,132.78500366210938,133.5,131.8248748779297,132.7899932861328,132.7899932861328,0
2021-06-09,133.2689971923828,133.5,132.0148468017578,133.1959991455078,133.1959991455078,0
2021-06-10,133.2047119140625,133.5,132.34799194335938,133.1940460205078,133.1940460205078,0
2021-06-11,133.4006805419922,133.5500030517578,132.5077362060547,133.3249969482422,133.3249969482422,0
2021-06-14,133.7581329345703,133.8000030517578,132.4166259765625,133.65650939941406,133.65650939941406,0
2021-06-15,133.35499572753906,133.8000030517578,132.2259063720703,133.3300018310547,133.3300018310547,0
2021-06-16,133.2907257080078,133.60000610351562,132.24769592285156,133.2959442138672,133.2959442138672,0
2021-06-17,133.30859375,133.85000610351562,132.28309631347656,133.30886840820312,133.30886840820312,0
2021-06-18,133.1750030517578,133.9041748046875,132.62725830078125,133.16000366210938,133.16000366210938,0
2021-06-21,133.7808380126953,134.39999389648438,132.48011779785156,133.8300018310547,133.8300018310547,0
2021-06-22,133.49452209472656,134.39999389648438,133.47000122070312,133.5059814453125,133.5059814453125,0
2021-06-23,133.33999633789062,134.42999267578125,132.36016845703125,133.41400146484375,133.41400146484375,0
